subject,object,relation,source_file
着王夫人,你哥哥,夫人,013.txt
女眷散后,因问凤姐,夫人,013.txt
去得呢,听说,夫人,013.txt
便先同邢,等回去,夫人,013.txt
发回来的,老爷是九,姑,014.txt
二爷带了,娘同送林,姑,014.txt
送林,老爷灵到,姑,014.txt
跟王,送殡,夫人,014.txt
王邢二,又去打祭,夫人,014.txt
又有胞,王仁连家,兄,014.txt
禀叩,母并带往,父,014.txt
叩父,并带往之,母,014.txt
一等,牛继宗,伯,014.txt
余者锦乡,公子韩奇,伯,014.txt
此祖,相与之情,父,014.txt
听得,兄亲友人,父,014.txt
得父,亲友人等,兄,014.txt
只是,拘束严密,父亲,014.txt
想老太,夫人辈自,夫人,015.txt
想老太夫,辈自然钟,夫人,015.txt
难见贾,因此便命,母,015.txt
姐笑道,你是个尊,兄,015.txt
好兄,你是个尊,弟,015.txt
请邢,王夫人的,夫人,015.txt
人王,的示下,夫人,015.txt
着他,的轿,父亲,015.txt
那些村,庄妇见了,姑,015.txt
他小,同着几个,兄,015.txt
小兄,同着几个,弟,015.txt
从公侯,子男一起,伯,015.txt
王二,知凤姐必,夫人,015.txt
就要进城,要带宝玉,夫人,015.txt
凤姐住着,无法,夫人,015.txt
庵的,子净虚说,姑,015.txt
智能两个,出来迎接,弟,015.txt
叫请几位,念三日,父,015.txt
他有个,小名金哥,女儿,015.txt
的小,子李衙内,舅,015.txt
定要娶他,张家正无,女儿,015.txt
说一个,许几家,女儿,015.txt
便有贾,王夫人打,母,015.txt
便有贾母,打发了人,夫人,015.txt
宝玉的心,听见,母,015.txt
谁知那张,母如此爱,父,016.txt
家父,如此爱势,母,016.txt
情的,闻得父母,女儿,016.txt
闻得,母退了前,父,016.txt
闻得父,退了前夫,母,016.txt
不负,张李两家,妻,016.txt
了三千两,等连一点,夫人,016.txt
贾母等合,等合家人,母,016.txt
那时贾,正心神不,母,016.txt
那邢,王夫人,夫人,016.txt
那邢夫人,尤氏,夫人,016.txt
及薛,妈等皆在,姨,016.txt
如此信至,便唤进赖,母,016.txt
去谢恩,等听了方,母,016.txt
大妆起来,带领邢夫,母,016.txt
贾母带领,王夫人,夫人,016.txt
领邢夫人,尤氏,夫人,016.txt
贾蔷奉侍,大轿前往,母,016.txt
今见老,气死,父,016.txt
解得愁闷,等如何谢,母,016.txt
同宗,又与黛玉,弟,016.txt
宗弟,又与黛玉,兄,016.txt
琏二爷和,娘进府了,姑,016.txt
便笑道,老爷大喜,舅,016.txt
老爷大喜,老爷一路,舅,016.txt
然蓉,妇死了,儿媳,016.txt
进来回道,太太打发,姨,016.txt
方才我见,妈去,姨,016.txt
说话时因,谁知就是,姨,016.txt
不能到手,妈打了多,姨,016.txt
也因,妈看着香,姨,016.txt
主子,娘也跟他,姑,016.txt
方才,妈有什么,姨,016.txt
我说呢,妈知道你,姨,016.txt
上酒馔来,对坐,妻,016.txt
的乳,赵嬷嬷走,母,016.txt
你尝一尝,带来的惠,儿子,016.txt
两个,你就另眼,儿子,016.txt
奶的,你还有什,儿子,016.txt
想来,母儿女之,父,016.txt
想来父,儿女之性,母,016.txt
抛离,母音容,父,016.txt
抛离父,音容,母,016.txt
在儿女思,是分所应,父,016.txt
想父,是分所应,母,016.txt
分所应当,母在家,父,016.txt
想父,在家,母,016.txt
若只管思,竟不能见,女儿,016.txt
有国体仪,女尚不能,母,016.txt
人的,已在家里,父亲,016.txt
妃的,吴天,父亲,016.txt
正在,苏扬州一,姑,016.txt
说的热闹,又打发人,夫人,016.txt
先回说,打发我来,父亲,016.txt
来回,老爷们已,叔,016.txt
回叔,老爷们已,叔,016.txt
明日就得,叔才回家,叔,016.txt
明日就得,才回家,叔,016.txt
前回说,苏聘请教,姑,016.txt
两个,还有单聘,儿子,016.txt
来见,贾琏听,叔,016.txt
见叔,贾琏听了,叔,016.txt
给蔷,弟带了去,兄,016.txt
蔷兄,带了去,弟,016.txt
身往,苏去了,姑,016.txt
意欲回了,去望候秦,母,016.txt
明贾,贾母吩咐,母,016.txt
回明贾母,吩咐,母,016.txt
房婶,并几个弟,母,016.txt
几个,兄都藏之,弟,016.txt
个弟,都藏之不,兄,016.txt
忙叫道,宝玉来了,兄,016.txt
又记挂着,还有留积,父亲,016.txt
凄恻哀痛,帮了几十,母,017.txt
忧戚不尽,常命人带,母,017.txt
二世,天分高,兄,017.txt
还是宝,弟拟一个,兄,017.txt
还是宝兄,拟一个来,弟,017.txt
昨日听见,弟说,兄,017.txt
琏兄,还不全,弟,017.txt
方才世,有云,兄,017.txt
怕贾,不放心,母,017.txt
这叫作,身赞妙,女儿,017.txt
俗传系出,云彼,女儿,017.txt
所以以,命名,女儿,017.txt
送至贾,二门前,母,017.txt
那时贾,已命人看,母,017.txt
见过贾,知不曾难,母,017.txt
前面贾,一片声找,母,017.txt
在林,娘房里呢,姑,017.txt
房里呢,听说道,母,017.txt
到王,上房中去,夫人,017.txt
此时王,那边热闹,夫人,017.txt
已从,苏采买了,姑,017.txt
那时薛,妈另迁于,姨,017.txt
小尼,小道姑都,姑,017.txt
小道,都有了,姑,017.txt
因生了这,娘自小多,姑,017.txt
到底这位,娘亲自入,姑,017.txt
如今,母俱已亡,父,017.txt
如今父,俱已亡故,母,017.txt
去岁随了,上来,父,017.txt
他师,极精演先,父,017.txt
他师,临寂遗言,父,017.txt
未回乡,不等回完,夫人,017.txt
此时王夫,笑道,夫人,017.txt
妃省,天伦乐宝,父,018.txt
省父,天伦乐宝,母,018.txt
连王,并上房丫,夫人,018.txt
王夫人等,等日日忙,夫人,018.txt
小尼,道姑也都,姑,018.txt
小尼姑,也都学会,姑,018.txt
又请贾,等进园,母,018.txt
自贾,等有爵者,母,018.txt
西街门外,等在荣府,母,018.txt
大马而来,忙接入,母,018.txt
于是贾,等暂且自,母,018.txt
西街门外,领合族女,母,018.txt
缓缓行来,等连忙路,母,018.txt
扶起贾,邢夫人,母,018.txt
扶起贾母,王夫人来,夫人,018.txt
邢夫人,那版舆抬,夫人,018.txt
自幼亦系,教养,母,018.txt
宝玉为弱,贾妃之心,弟,018.txt
上念,年将迈,母,018.txt
始得此,是以怜爱,弟,018.txt
与诸,待之不同,弟,018.txt
且同随祖,刻未暂离,母,018.txt
系姊,其情状有,弟,018.txt
其情状有,自入宫后,母,018.txt
来与,母说,父,018.txt
与父,千万好,母,018.txt
且致,母之忧,父,018.txt
且致父,之忧,母,018.txt
知系其爱,所为,弟,018.txt
至贾,正室,母,018.txt
欲行家礼,等俱跪止,母,018.txt
一手搀贾,一手搀王,母,018.txt
一手搀王,三个人满,夫人,018.txt
呜咽对泣,李纨,夫人,018.txt
安慰贾,王夫人道,母,018.txt
安慰贾母,当日既,夫人,018.txt
哽咽起来,等忙上来,夫人,018.txt
上来解劝,等让贾妃,母,018.txt
妃因问,宝钗,姨,018.txt
何不见,启曰,夫人,018.txt
一时,妈等进来,姨,018.txt
上来叩见,等连忙扶,母,018.txt
小太监答,女姊妹深,母,018.txt
谓其,田舍之,父,018.txt
不进见,乃启,母,018.txt
大开筵宴,等在下相,母,018.txt
你师,再不叫姐,父,018.txt
只管姐,妹的,姐妹,018.txt
只不过随,依叔行礼,母,018.txt
母依,行礼,叔,018.txt
原来贾,的是金,母,018.txt
银锞十锭,王夫人二,夫人,018.txt
邢夫人,二分,夫人,018.txt
是赐与贾,王夫人及,母,018.txt
赐与贾母,及诸姊妹,夫人,018.txt
拉字,王夫人的,母,018.txt
拉字母,的手,夫人,018.txt
靡费了,等已哭的,母,018.txt
将贾,王夫人安,母,018.txt
易将贾母,安慰解劝,夫人,018.txt
袭人的,又亲来回,母亲,019.txt
过贾,接袭人家,母,019.txt
自己回过,过去看戏,母,019.txt
丁郎认,黄伯央,父,019.txt
认父,央大摆阴,伯,019.txt
据他说,养他的时,母亲,019.txt
人之,花自芳,兄,019.txt
彼时袭人,接了袭人,母,019.txt
外甥,几个侄女,女儿,019.txt
几个侄,来家,女儿,019.txt
袭人之,也早迎了,母,019.txt
花自芳,子两个百,母,019.txt
彼时他,兄已是忙,母,019.txt
彼时他母,已是忙另,兄,019.txt
偏奶,李嬷嬷拄,母,019.txt
又代,妹问诸同,母,019.txt
那是我两,妹子,姨,019.txt
惯养的呢,爹姨娘的,姨,019.txt
我姨爹,娘的宝贝,姨,019.txt
史大,娘几年,姑,019.txt
和你,多多给你,母亲,019.txt
多多给你,些银子,母亲,019.txt
听见他,兄要赎他,母,019.txt
听见他母,要赎他回,兄,019.txt
他母兄见,兄见他这,母,019.txt
他母,见他这般,兄,019.txt
因此,子两个也,母,019.txt
那般景况,子二人心,母,019.txt
近来仗着,溺爱,母,019.txt
着祖母溺,母亦不能,父,019.txt
祖母溺爱,亦不能十,母,019.txt
了贾,传医诊视,母,019.txt
便是,舅看不见,舅,019.txt
便是舅,看不见,舅,019.txt
吹到,舅耳朵里,舅,019.txt
吹到舅,耳朵里,舅,019.txt
哥亲,弟弄了花,兄,019.txt
亲兄,弄了花儿,弟,019.txt
原来是宝,怨不得他,兄,019.txt
原来是宝,怨不得他,弟,019.txt
那个,娘得罪了,姑,020.txt
坐一会子,娘们顽一,姑,020.txt
同贾,吃毕饭,母,020.txt
母吃毕饭,犹欲同那,母,020.txt
到薛,妈这边来,姨,020.txt
忙劝他,快别说这,兄,020.txt
好兄,快别说这,弟,020.txt
凡作,弟的,兄,020.txt
凡作兄,都怕哥哥,弟,020.txt
他想着,弟们一并,兄,020.txt
他想着,们一并都,弟,020.txt
都有,母教训,父,020.txt
有父,教训,母,020.txt
探春,叔的有迎,伯,020.txt
探春,的有迎春,叔,020.txt
只钟于,须眉男子,女儿,020.txt
只是,叔伯兄弟,父亲,020.txt
只是父亲,伯兄弟中,叔,020.txt
只是父亲,兄弟中,伯,020.txt
叔伯,弟中,兄,020.txt
伯兄,因孔子是,弟,020.txt
所以,兄之间不,弟,020.txt
所以,之间不过,兄,020.txt
己是,须要为子,丈夫,020.txt
须要为子,之表率,弟,020.txt
却怕贾,才让他三,母,020.txt
只得回来,娘见他这,姨,020.txt
我来了,娘啐道,姨,020.txt
又怎么了,弟小孩子,兄,020.txt
环兄,小孩子家,弟,020.txt
什么相干,出来,兄,020.txt
环兄,出来,弟,020.txt
怕王,更甚,夫人,020.txt
唯的出来,娘也不敢,姨,020.txt
个姐,妹哥哥嫂,姐妹,020.txt
取一吊钱,娘们都在,姑,020.txt
史大,娘来了,姑,020.txt
至贾,这边,母,020.txt
咱们是,舅姊妹,姑,020.txt
咱们是姑,姊妹,舅,020.txt
宝姐姐是,姊妹,姨,020.txt
看宝,弟分上,兄,021.txt
宝兄,分上,弟,021.txt
掌灯时分,李纨,夫人,021.txt
惜等都往,这边来,母,021.txt
因问道,弟那去了,兄,021.txt
宝兄,那去了,弟,021.txt
含笑道,弟那里还,兄,021.txt
宝兄,那里还有,弟,021.txt
正闹着,遣人来叫,母,021.txt
见贾,后往王夫,母,021.txt
后往王,处来,夫人,021.txt
夫便说,奶奶们道,夫人,021.txt
非别病,凤姐听了,夫人,021.txt
着王,日日供奉,夫人,021.txt
因他自小,母替他在,父,021.txt
因他自小,替他在外,母,021.txt
都呼他作,娘儿,姑,021.txt
只是内惧,外惧娈宠,妻,021.txt
那多,娘儿也曾,姑,021.txt
你家,出花儿,女儿,021.txt
他不论小,子侄儿,叔,021.txt
来多抱怨,自古便含,妻,021.txt
因要回去,因说,母,022.txt
谁想贾,自见宝钗,母,022.txt
有宝,弟顶了你,兄,022.txt
宝兄,顶了你老,弟,022.txt
都笑起来,亦笑道,母,022.txt
又引着贾,笑了一回,母,022.txt
笑了一回,十分喜悦,母,022.txt
众人都在,定昏之余,母,022.txt
等说笑时,因问宝钗,母,022.txt
宝钗深知,年老人,母,022.txt
便总依贾,往日素喜,母,022.txt
说了出来,更加欢悦,母,022.txt
玩物礼去,凤姐,夫人,022.txt
就贾,内院中搭,母,022.txt
就在贾,上房排了,母,022.txt
只有薛,史湘云,姨,022.txt
饭点戏时,一定先叫,母,022.txt
西游记,自是欢喜,母,022.txt
凤姐亦知,喜热闹,母,022.txt
二当衣,果真更又,母,022.txt
黛玉因让,妈王夫人,姨,022.txt
妈王,贾母道,夫人,022.txt
王夫人等,今日原,母,022.txt
上酒席时,又命宝钗,母,022.txt
至晚散时,深爱那作,母,022.txt
叹息一回,令人另拿,母,022.txt
一径至贾,里间,母,022.txt
几天戏来,娘一定要,姑,022.txt
袭人笑道,娘请站住,姑,022.txt
令徒,诸僧各出,弟,022.txt
至贾,上房,母,022.txt
贾母见元,见元春这,母,022.txt
见贾,高兴,母,022.txt
请贾,赏灯取乐,母,022.txt
上面贾,贾政,母,022.txt
下面王,宝钗,夫人,022.txt
贾兰唤来,命他在身,母,022.txt
拘束不乐,亦知因贾,母,022.txt
贾政亦知,之意,母,022.txt
姊妹,弟取乐的,兄,022.txt
妹兄,取乐的,弟,022.txt
便不略赐,半点,儿子,022.txt
子半点,笑道,母,022.txt
领赏的,这个自,母,022.txt
也得了贾,的东西,母,022.txt
与贾,念道,母,022.txt
了贾,贾母想了,母,022.txt
诉了贾母,想了想,母,022.txt
一齐捧上,逐件看去,母,022.txt
迎春送酒,因说,母,022.txt
因在贾,之前,母,022.txt
贾母见贾,见贾政如,母,022.txt
了贾,一回酒,母,022.txt
且说贾,见贾政去,母,022.txt
只是厮缠,又与李宫,母,022.txt
芹之,周氏,母,023.txt
务与,管管,儿子,023.txt
回王,这些小,夫人,023.txt
费事呢,听了,夫人,023.txt
子的,芸儿来求,儿子,023.txt
琏夫,两个,妻,023.txt
厮拿回家,商议,母亲,023.txt
不比别的,若不命他,兄,023.txt
不比别的,若不命他,弟,023.txt
未免贾,王夫人愁,母,023.txt
未免贾母,愁虑,夫人,023.txt
贾政,接了这谕,夫人,023.txt
便来回明,遣人进去,母,023.txt
正和贾,盘算,母,023.txt
便拉着贾,扭的好似,母,023.txt
死不敢去,只得安慰,母,023.txt
在王,房中商议,夫人,023.txt
和王,都在里间,夫人,023.txt
在里间呢,娘打起帘,姨,023.txt
和王,对面坐在,夫人,023.txt
再看看王,只有这一,夫人,023.txt
生的,素爱如珍,儿子,023.txt
贾政一举,便拉他在,夫人,023.txt
他姊,三人依旧,弟,023.txt
王夫人摸,摸挲着宝,夫人,023.txt
有一丸,明儿再,夫人,023.txt
是何人,是个丫,夫人,023.txt
的名字,见贾政不,夫人,023.txt
个名字,忙又道,夫人,023.txt
不出去,也忙道,夫人,023.txt
一面回至,跟前,母,023.txt
回贾,二月二,母,023.txt
女儿翠袖,翠袖诗怀,女儿,023.txt
浮子,爱上那风,弟,023.txt
我告诉,舅舅母去,舅,023.txt
我告诉舅,舅母去,舅,023.txt
我告诉舅,母去,舅,023.txt
舅舅,说到,母,023.txt
一品,病老归西,夫人,023.txt
爷身上不,娘们都过,姑,023.txt
财尚义侠,遗帕惹相,女儿,024.txt
们的,娘的,姑,024.txt
见贾,贾母,母,024.txt
见过贾,出至外面,母,024.txt
请宝,十八岁,叔,024.txt
子的,芸儿,儿子,024.txt
因问他,这会子什,母亲,024.txt
找二,说句话,叔,024.txt
倒象我的,贾琏笑道,儿子,024.txt
就替你作,宝玉笑,儿子,024.txt
只从我,没了,父亲,024.txt
如若宝,不嫌侄儿,叔,024.txt
认作,就是我的,儿子,024.txt
你听见了,不是好开,儿子,024.txt
先述了贾,问的话,母,024.txt
了贾,次后便唤,母,024.txt
进入上房,见了他来,夫人,024.txt
请过贾,宝玉方请,母,024.txt
玉方请安,拉他上炕,夫人,024.txt
问宝玉好,那里找,夫人,024.txt
贾兰小,侄两个也,叔,024.txt
请过安,便叫他两,夫人,024.txt
同邢,坐在一个,夫人,024.txt
个坐褥上,又百般摩,夫人,024.txt
一同回去,笑道,夫人,024.txt
只得坐了,向他两个,夫人,024.txt
各人,你们姑娘,母亲,024.txt
你们,姐姐,姑,024.txt
么不见,他们坐,夫人,024.txt
什么话,笑道,夫人,024.txt
罗列杯盘,女姊妹们,母,024.txt
见过贾,王夫人等,母,024.txt
见过贾母,各自回房,夫人,024.txt
我就等着,叔也不必,叔,024.txt
就等着罢,也不必先,叔,024.txt
便一径往,舅卜世仁,母,024.txt
他母,卜世仁家,舅,024.txt
有件事求,舅帮衬帮,舅,024.txt
有件事求,帮衬帮衬,舅,024.txt
好歹,舅每样赊,舅,024.txt
好歹舅,每样赊四,舅,024.txt
你只说,舅见你一,舅,024.txt
你只说舅,见你一遭,舅,024.txt
贾芸笑道,舅说的倒,舅,024.txt
芸笑道,说的倒干,舅,024.txt
的倒干净,没的时候,父亲,024.txt
后来听见,都还亏舅,母亲,024.txt
都还亏,舅们在我,舅,024.txt
都还亏舅,们在我们,舅,024.txt
难道,舅就不知,舅,024.txt
难道舅,就不知道,舅,024.txt
缠着,要三升米,舅,024.txt
着舅,要三升米,舅,024.txt
二升豆子,舅也就没,舅,024.txt
升豆子的,也就没有,舅,024.txt
我的儿,舅要有,舅,024.txt
我的儿,要有,舅,024.txt
我天天和,母说,舅,024.txt
你舅,只愁你没,母,024.txt
送过来,两个说话,妻,024.txt
离了,舅家门,母,024.txt
了母,家门,舅,024.txt
要不是令,我便骂不,舅,024.txt
叫我们,明儿一早,女儿,024.txt
见他,自在炕上,母亲,024.txt
贾芸恐他,生气,母亲,024.txt
琏二,问他母亲,叔,024.txt
问他,吃了饭不,母亲,024.txt
了饭不曾,已吃过了,母亲,024.txt
只问他,怎么不,母亲,024.txt
我就和我,商量,母亲,024.txt
怪道你,叔常提你,叔,024.txt
怪道你叔,常提你,叔,024.txt
原来,叔也曾提,叔,024.txt
原来叔,也曾提我,叔,024.txt
便往贾,那里去了,母,024.txt
到贾,那边仪门,母,024.txt
爷房里的,你进去带,姑,024.txt
昨儿你,叔才告诉,叔,024.txt
昨儿你叔,才告诉我,叔,024.txt
芸笑道,叔这事,叔,024.txt
求叔,这事,叔,024.txt
谁承望,叔竟不能,叔,024.txt
谁承望叔,竟不能的,叔,024.txt
我倒要把,叔丢下,叔,024.txt
我倒要把,丢下,叔,024.txt
要不是你,叔说,叔,024.txt
要不是你,我不管你,叔,024.txt
回家告诉,自是母子,母亲,024.txt
自是,子俱各欢,母,024.txt
见过贾母,回至园内,夫人,024.txt
檀云又因,的生日接,母亲,024.txt
代的旧仆,母现在收,父,024.txt
他父,现在收管,母,024.txt
魇魔法姊,逢五鬼,弟,025.txt
你到林,娘那里去,姑,025.txt
子腾,的寿诞,夫人,025.txt
请贾,王夫人的,母,025.txt
母王,王夫人见,夫人,025.txt
王夫人的,见贾母不,夫人,025.txt
王夫人见,不自在,母,025.txt
倒是薛,妈同凤姐,姨,025.txt
可巧王,见贾环下,夫人,025.txt
在王,炕上坐着,夫人,025.txt
因见王,和人说话,夫人,025.txt
拜见过王,王夫人便,夫人,025.txt
过王夫人,便一长一,夫人,025.txt
进门见了,不过规规,夫人,025.txt
在王,怀里,夫人,025.txt
夫人怀里,便用手满,夫人,025.txt
着王,的脖子说,夫人,025.txt
长道短的,我的儿,夫人,025.txt
在王,身后倒下,夫人,025.txt
头都是油,又急又气,夫人,025.txt
得高台盘,娘时常也,姨,025.txt
了王,那王夫人,夫人,025.txt
那王,不骂贾环,夫人,025.txt
便叫过赵,娘来骂道,姨,025.txt
那赵,娘素日虽,姨,025.txt
睛竟没动,看了,夫人,025.txt
又怕明日,问怎么回,母,025.txt
急的又把,娘数落一,姨,025.txt
说去罢,命人好生,夫人,025.txt
宝玉见了,虽然自己,母,025.txt
免不得那,又把跟从,母,025.txt
又向贾,祖宗老,母,025.txt
的子,只一生长,弟,025.txt
不大的,听如此说,母,025.txt
客之灾,倒不知,母,025.txt
敢息的,一天一,母,025.txt
替他点,听了,母,025.txt
若是为,母尊亲长,父,025.txt
若是为父,尊亲长上,母,025.txt
就是了,既是这,母,025.txt
大菩萨,又命人来,母,025.txt
一时来至,娘房内,姨,025.txt
二人见过,娘命小丫,姨,025.txt
绸缎湾角,娘正粘鞋,姨,025.txt
面给我,娘听说,姨,025.txt
赵姨娘问,娘问道,姨,025.txt
了供了,娘叹口气,姨,025.txt
德不能,娘听说,姨,025.txt
二奶奶,娘唬的忙,姨,025.txt
倒也妙,娘道,姨,025.txt
这如今,娘闻听这,姨,025.txt
罪过,娘道,姨,025.txt
打动我,娘听这话,姨,025.txt
理我呢,娘道,姨,025.txt
然这样,娘道,姨,025.txt
两欠契来,娘便印了,姨,025.txt
递与赵,又悄悄的,姨,025.txt
只见王,的丫鬟进,夫人,025.txt
只见赵,娘和周姨,姨,025.txt
和周,娘两个人,姨,025.txt
只见王,房内的丫,夫人,025.txt
丫头来说,太太来了,舅,025.txt
请奶奶,娘们出去,姑,025.txt
别叫,母进来,舅,025.txt
叫舅,进来,母,025.txt
忙去报知,贾母等,夫人,025.txt
知王夫人,此时王子,母,025.txt
腾的,也在这里,夫人,025.txt
天翻地覆,王夫人见,母,025.txt
贾母,见了,夫人,025.txt
连贾赦,贾珍,夫人,025.txt
贾萍,薛蟠并周,姨,025.txt
又恐薛,妈被人挤,姨,025.txt
王子腾,告辞去后,夫人,025.txt
小史侯家,弟兄辈并,夫人,025.txt
邢夫人,兄辈并各,弟,025.txt
邢夫人弟,辈并各亲,兄,025.txt
总不见效,嫂二人愈,叔,025.txt
到王,的上房内,夫人,025.txt
轮班看守,王夫人,母,025.txt
贾母,邢夫人薛,夫人,025.txt
王夫人,薛姨妈等,夫人,025.txt
邢夫人薛,妈等寸地,姨,025.txt
了贾,日夜熬油,母,025.txt
治备下了,王夫人,母,025.txt
贾母,贾琏,夫人,025.txt
觅死寻活,贾环等自,姨,025.txt
四日早晨,等正围着,母,025.txt
我走罢,听了这话,母,025.txt
去肝一般,娘在旁劝,姨,025.txt
被贾,照脸啐了,母,025.txt
便喝退赵,自己上来,姨,025.txt
出去看,听了,母,025.txt
能医治,王夫人听,母,025.txt
贾母,听见这些,夫人,025.txt
奈贾,之言如何,母,025.txt
除亲身,母外,妻,025.txt
除亲身妻,不可使阴,母,025.txt
已出去了,等还只管,母,025.txt
在王,卧室之内,夫人,025.txt
悬在门上,亲身守着,夫人,025.txt
腹中饥饿,王夫人如,母,025.txt
贾母,如得了珍,夫人,025.txt
又管林,娘的姻缘,姑,025.txt
宝玉叫往,娘那里送,姑,026.txt
给林,娘送钱来,姑,026.txt
见我去了,娘就抓了,姑,026.txt
想起来了,娘生的弱,姑,026.txt
偏偏又遇,叔身上欠,叔,026.txt
着叔,身上欠安,叔,026.txt
叔身上欠,叔如今可,叔,026.txt
身上欠安,如今可大,叔,026.txt
也是该当,叔大安了,叔,026.txt
是该当的,大安了,叔,026.txt
我来到,叔这里,叔,026.txt
我来到叔,这里,叔,026.txt
虽如此说,叔房里姐,叔,026.txt
虽如此说,房里姐姐,叔,026.txt
字叫什么,母在那一,父,026.txt
你父,在那一行,母,026.txt
在宝,房内几年,叔,026.txt
共总宝,房内有几,叔,026.txt
笑道,叔在家里,叔,026.txt
二叔,在家里呢,叔,026.txt
我们只当,娘睡着了,姑,026.txt
叫紫鹃说,娘醒了,姑,026.txt
要不说,夫叫你,姨,026.txt
怎么说我,我告诉姨,父亲,026.txt
我告诉,娘去,姨,026.txt
蟠忙道,我原为求,兄,026.txt
好兄,我原为求,弟,026.txt
说我的,就完了,父亲,026.txt
敬了,赶着给你,母亲,026.txt
你们老太,姨母送了,姨,026.txt
们老太太,姨母送了,父,026.txt
姨父,母送了些,姨,026.txt
姨父,送了些去,母,026.txt
老世,身上康健,伯,026.txt
英答道,倒也托庇,父,026.txt
近来家,偶着了些,母,026.txt
尉的,打伤了,儿子,026.txt
我在沈世,家赴席不,兄,026.txt
还是老世,也去了,伯,026.txt
可不是家,我没法儿,父,026.txt
见家,面回,父,026.txt
只因冯世,来了,兄,026.txt
虽说是,母家如同,舅,026.txt
虽说是舅,家如同自,母,026.txt
如今,母双亡,父,026.txt
如今父,双亡,母,026.txt
怕他思,想家乡,父,027.txt
怕他思父,想家乡,母,027.txt
我叫林,娘去就来,姑,027.txt
一处长大,妹间多有,兄,027.txt
你们把林,娘藏在那,姑,027.txt
何曾见林,娘了,姑,027.txt
着林,娘在这里,姑,027.txt
了不得了,娘蹲在这,姑,027.txt
若是宝,娘听见,姑,027.txt
还倒罢了,娘嘴里又,姑,027.txt
陪笑问道,娘们可知,姑,027.txt
发了人来,奶奶带了,舅,027.txt
里的,奶奶寻两,姑,027.txt
那边,奶奶带去,舅,027.txt
我认你作,我一调理,女儿,027.txt
奶的,这会子又,女儿,027.txt
我作,凤姐道,女儿,027.txt
对夫,一个天聋,妻,027.txt
只见王,的丫头来,夫人,027.txt
儿我生日,母给的,舅,027.txt
是舅,给的,母,027.txt
老爷听了,母给的,舅,027.txt
这还罢了,娘气的抱,姨,027.txt
正经,鞋搭拉袜,兄,027.txt
正经兄,鞋搭拉袜,弟,027.txt
哥哥,随我的心,弟,027.txt
